"Bird","date","B_total.bright","B_avg.bright","B_hue","B_chrom","R_total.bright","R_avg.bright","R_hue","R_chrom","T_total.bright","T_avg.bright","T_hue","T_chrom","V_total.bright","V_avg.bright","V_hue","V_chrom"
"2850-57741","06_10_22",54948.3966666667,27.3920222665337,611.004,0.423831820325412,54089.8966666667,26.9640561648388,611.004,0.470756983716616,36473.1733333333,18.1820405450316,653.727333333333,0.467957285069649,52467.9866666667,26.1555267530741,627.058333333333,0.457566127895529
"2850-57742","06_17_22",52769.1566666667,26.3056613492855,609.081,0.456120565938534,52449.5666666667,26.146344300432,625.078333333333,0.490027439868981,26089.2866666667,13.0056264539714,671.763,0.511030769183319,45745.8033333333,22.8044882020605,659.167,0.511725689958723
"2850-57743","06_17_22",39974.0733333333,19.9272549019608,621.471,0.460795053146952,45830.2833333333,22.8466018610834,646.037666666667,0.475908452481782,21254.97,10.5956979062812,675.697333333333,0.535140523571058,37321.4666666667,18.6049185776005,672.433,0.482220206089518
"2850-57744","06_17_22",40632.8833333333,20.2556746427385,627.686333333333,0.470934772871754,41031.1166666667,20.454195746095,610.683666666667,0.491736388577851,49425.1666666667,24.6386673313393,611.004,0.4418970149042,33009.75,16.4555084745763,643.740666666667,0.489979152504427
"2850-57745","06_17_22",43899.4533333333,21.8840744433367,657.739333333333,0.48488486918963,38679.1666666667,19.2817381189764,634.065,0.496153458740622,23861.2,11.8949152542373,667.115666666667,0.520998035055429,52928.4233333333,26.3850564971751,645.402666666667,0.474305255500616
"2850-57746","06_17_22",44206.5333333333,22.0371552010635,665.8,0.479027412948591,38480.7633333333,19.1828331671652,642.151,0.480290485008856,33586.1833333333,16.7428630774344,658.091666666667,0.495003600705973,36770.6033333333,18.3303107344633,665.8,0.470432650554365
"2850-57747","07_03_22",57138.9333333333,28.4840146227983,604.049333333333,0.455584368903838,67285.71,33.5422283150548,630.083333333333,0.473955663568301,43535.31,21.7025473579262,634.740666666667,0.513814163656853,46382.7266666667,23.1219973413094,644.765,0.498653258071772
"2850-57749","07_27_22",42255.4066666667,21.0645098039216,642.094333333333,0.459944133002193,61743.6566666667,30.7794898637421,609.081,0.453449047244311,38939.8966666667,19.4117131937521,663.803333333333,0.489887348656681,60500.9633333333,30.1600016616816,608.760333333333,0.448755313407513
"2850-57750","08_11_22",66358.24,33.0798803589232,606.401666666667,0.437039110135619,60610.13,30.2144217347956,639.055,0.475443369431799,45332.1633333333,22.5982868062479,676.069,0.502554816330764,46361.6133333333,23.1114722499169,666.754333333333,0.502217697092795
"2850-57751","08_15_22",51819.6266666667,25.8323163841808,611.004,0.491177750979534,50341.9133333333,25.0956696576936,611.004,0.461561175071587,36608.2133333333,18.249358590894,643.740666666667,0.470003126018861,45571.4566666667,22.7175756065138,631.694666666667,0.466919482220429
"2850-57752","08_15_22",50904.3266666667,25.3760352276504,641.353,0.475011049435065,48770.7033333333,24.3124144233965,652.397666666667,0.483923639731401,38703.7166666667,19.293976404121,642.471666666667,0.433540632319454,42176.9166666667,21.025382186773,665.433,0.498662329657667
"2850-57753","08_15_22",42252.9733333333,21.0632967763377,622.731,0.461032416312726,55888.02,27.8604287138584,606.378666666667,0.448115996254629,40733.5633333333,20.3058640744433,611.004,0.512410822930723,46923.8533333333,23.3917514124294,611.004,0.465212006073956
"2850-57806","06_17_22",45648.9266666667,22.7561947490861,611.004,0.43841581422524,65762.2133333333,32.7827583914922,627.686333333333,0.421684904111938,28751.16,14.3325822532403,627.372333333333,0.486819880624915,44750.7866666667,22.3084679295447,611.004,0.455191286459216
"2850-57806","07_11_22",36200.34,18.0460319042871,659.167,0.47029261239325,28614.0433333333,14.2642289797275,659.167,0.518970434414988,22577.5866666667,11.2550282485876,669.467666666667,0.516086951347348,35257.24,17.5758923230309,659.167,0.493413320763588
"2850-57808","08_07_22",41356.5,20.6164007976072,641.396333333333,0.495731590102119,30847.3966666667,15.3775656364241,659.167,0.515459018263731,23003.7733333333,11.4674842140246,678.775333333333,0.514088925282201,37622.1733333333,18.7548222000665,642.151,0.472216786759207
"2850-57846","06_17_22",49806.51,24.8287686939182,642.151,0.459428467947043,43728.4866666667,21.7988467929545,642.471666666667,0.448054925330674,26141.62,13.0317148554337,659.167,0.551398233056784,59705.6666666667,29.7635427052177,659.167,0.472972654856835
"2850-57853","05_28_22",38178.7166666667,19.0322615486873,631.694666666667,0.467757850688106,60098.615,29.9594292123629,609.32125,0.437023234955718,46626.62,23.2435792622134,642.471666666667,0.451449368357483,58187.0333333333,29.0064971751412,610.683666666667,0.493140310379375
"2850-57868","06_01_22",45647,22.7552342971087,659.375,0.490298322666684,50682.74,25.2655732801595,620.429666666667,0.476245807706662,22958.7766666667,11.4450531738119,685.408333333333,0.569608510642405,43208.4966666667,21.5396294449983,670.739666666667,0.505408439497315
"2850-57869","06_06_22",58866.65,29.3452891326022,627.366,0.432122244685897,54781.8733333333,27.3090096377534,627.686333333333,0.433936998578612,31601.9166666667,15.7536972416085,644.368666666667,0.505702199164534,43494.8333333333,21.6823695579927,644.368666666667,0.487990041120508
"2850-57870","06_06_22",NA,NA,NA,NA,NA,NA,NA,NA,37335.8333333333,18.6120804253905,642.471666666667,0.503790118704403,NA,NA,NA,NA
"2850-57871","06_06_22",54377.46,27.10740777667,611.004,0.442110827867454,59262.6333333333,29.5426886008641,611.004,0.474684483229261,44672.0566666667,22.2692206713194,643.740666666667,0.436473614120215,58124.6366666667,28.9753921568627,611.388333333333,0.457669119093836
"2850-57872","06_07_22",51166.4233333333,25.506691591891,611.004,0.428613954740433,55178.5,27.5067298105683,611.004,0.445895966740538,39907.39,19.8940129611166,611.004,0.471892931982577,63251.66,31.5312362911266,611.004,0.456420878951528
"2850-57873","06_07_22",35153.6766666667,17.5242655367232,611.004,0.486432212985047,52003.7366666667,25.9240960451977,611.004,0.488596319343506,28473.0766666667,14.1939564639415,611.004,0.523433174378901,46384.2033333333,23.1227334662679,611.004,0.462714030066372
"2850-57874","06_07_22",55018.0033333333,27.4267215021602,611.004,0.394388608589717,50189.3333333333,25.0196078431373,611.004,0.44037704569937,31369.4733333333,15.6378231970754,611.004,0.517828440141868,44566.9633333333,22.2168311731472,631.694666666667,0.462104706549442
"2850-57875","06_07_22",37729.4266666667,18.8082884679295,611.004,0.487568806729111,37764.0333333333,18.8255400465271,611.004,0.501831055864157,21017.4633333333,10.4772997673646,669.785333333333,0.474011929867328,40903.4866666667,20.3905716184779,627.372333333333,0.464260503803274
"2850-57876","06_14_22",63592.9966666667,31.7013941508807,623.082333333333,0.455932097159408,63010.75,31.4111415752742,612.402333333333,0.455336481936923,33702.1233333333,16.8006596876039,645.108333333333,0.547547668497738,55349.9933333333,27.5922200066467,610.363333333333,0.47325064074052
"2850-57877","06_14_22",46309.31,23.0853988035892,627.372333333333,0.486452342049641,43641.45,21.7554586241276,611.004,0.485404040895031,33136.2866666667,16.5185875706215,643.740666666667,0.525460668342776,52266.55,26.055109670987,611.004,0.4691839488226
"2850-57878","06_14_22",31820.7733333333,15.8627982718511,627.372333333333,0.468919550505141,51969.7433333333,25.9071502160186,611.004,0.456736591422169,27764.005,13.8404810568295,611.004,0.485086258078933,46390.08,23.1256630109671,611.004,0.467087763718303
"2850-57879","06_17_22",64062.1,31.9352442671984,627.052,0.409605816235636,64087.5566666667,31.9479345297441,643.099666666667,0.42493528942929,30074.6466666667,14.99234629445,627.372333333333,0.534344993932314,69280.7833333333,34.5367813226986,610.683666666667,0.430098489607538
"2850-57880","06_17_22",57348.0666666667,28.5882685277501,627.686333333333,0.411459376677452,58961.9866666667,29.3928148886673,631.694666666667,0.445443610077868,37406.0066666667,18.6470621468927,611.004,0.524478258684532,54736.4,27.2863409770688,611.004,0.464295077057884
"2850-57881","06_17_22",53281.27,26.5609521435693,643.734333333333,0.438684751120613,44008.2933333333,21.9383316716517,611.004,0.494146675914857,23539.6733333333,11.7346327683616,644.745333333333,0.535560862782482,63376.8633333333,31.5936507145231,610.683666666667,0.464706778503548
"2850-57882","06_17_22",42183.5966666667,21.0287121967431,610.683666666667,0.489084543277165,35853.8166666667,17.8732884679295,611.004,0.508522162342327,34253.41,17.0754785643071,631.694666666667,0.488105377496355,41257.9466666667,20.567271518777,611.004,0.497762579731238
"2850-57883","06_17_22",56452.0066666667,28.1415785975407,606.378666666667,0.420426057049873,50691.7633333333,25.2700714523097,598.433333333333,0.443795535244873,41892.5233333333,20.8836108341642,659.167,0.477014322078874,62922.6666666667,31.3672316384181,632.733666666667,0.437279716274618
"2850-57884","06_17_22",51289.0266666667,25.5678099036225,626.090333333333,0.415762873766945,67839.7133333333,33.8184014622798,635.715,0.407879041628993,45779.9966666667,22.8215337321369,627.372333333333,0.46581956097853,65816.1033333333,32.8096227982719,621.47,0.436573530710144
"2850-57885","07_02_22",73769.7366666667,36.7745446992356,611.004,0.43345275534383,73571.6666666667,36.6758059155866,611.004,0.438932961482071,33083.1966666667,16.492121967431,644.368666666667,0.53305860024122,69424.6833333333,34.6085161183117,611.004,0.441378418889438
"2850-57886","07_02_22",66866.5833333333,33.3332917912928,625.069333333333,0.396431828369353,73318.5133333333,36.5496078431373,621.083333333333,0.406932860305746,36554.7033333333,18.2226836158192,641.725666666667,0.511476808848192,66232.26,33.0170787637089,581.392333333333,0.415312918987898
"2850-57887","07_03_22",53795.29,26.8171934197408,648.747,0.435508359909545,57474.61,28.6513509471585,583.358,0.434361687062642,36281.9766666667,18.0867281488867,663.061,0.513340652694083,62972.9933333333,31.392319707544,628.743,0.464981668262005
"2850-57888","07_03_22",60898.6566666667,30.3582535726155,597.410666666667,0.420528206335359,58781.1166666667,29.3026503821868,608.050666666667,0.444129935436142,30957.77,15.4325872382851,671.045,0.557804851680149,66321.1433333333,33.0613875041542,605.736333333333,0.419543775739978
"2850-57889","07_03_22",70954.49,35.3711316051844,596.775,0.410286747871272,60918.4166666667,30.3681040212695,579.744,0.458733922397448,27761.11,13.839037886341,673.431666666667,0.558111391425411,62993.38,31.402482552343,589.735666666667,0.452100899479397
"2850-57890","07_03_22",45659.43,22.7614307078764,631.727666666667,0.48564520727085,42114.1233333333,20.9940794283815,639.062666666667,0.499972251084929,26319.1533333333,13.1202160186108,671.744,0.543440919596426,50377.1566666667,25.1132386174809,617.374333333333,0.488406395537341
"2850-57891","07_05_22",63617.35,31.7135343968096,631.007,0.434815135814645,55365.6133333333,27.6000066467265,598.68,0.446894852775105,38448.32,19.1666600199402,634.376333333333,0.507214624039913,72519.3433333333,36.1512180126288,611.004,0.430647037886824
"2850-57892","07_05_22",51686.06,25.7657328015952,656.378666666667,0.44355533943704,54111.7666666667,26.9749584579595,679.066,0.482406551414524,31387.2366666667,15.646678298438,632.729666666667,0.550363141107975,51226.54,25.5366600199402,611.004,0.461300286557052
"2850-57893","07_05_22",53658.9,26.7492023928215,645.763333333333,0.473857733493283,47145.2066666667,23.5020970422067,672.755,0.489609124409554,35073.0833333333,17.4840893984713,614.358666666667,0.556722005717228,45682.6066666667,22.7729843801928,628.376666666667,0.499820953578672
"2850-57894","07_05_22",56234.1,28.0329511465603,672.814333333333,0.437845589404647,58603.2233333333,29.2139697573945,642.699,0.455127608244347,32828.8433333333,16.3653256895979,659.125333333333,0.514945217657926,51571.5133333333,25.7086307743436,678.754333333333,0.512700280846683
"2850-57895","07_05_22",49160.46,24.5067098703888,621.391,0.525581568027128,51617.8,25.731704885344,619.743333333333,0.528337794338414,28249.8166666667,14.0826603522765,678.442666666667,0.525105365845606,50565.4666666667,25.2071119973413,672.437666666667,0.512054888897468
"2850-57897","07_11_22",23469.0766666667,11.6994400132935,668.064333333333,0.53469732986732,35305.48,17.5999401794616,606.056666666667,0.505361491130534,30135.1633333333,15.0225141242938,603.130666666667,0.549447681788242,40864.3966666667,20.371085078099,625.135,0.488523721354226
"2850-57898","07_14_22",51411.34,25.6287836490528,653.727333333333,0.459991412405787,44488.26,22.1775972083749,660.109,0.438752643339036,32074.75,15.989406779661,660.109,0.489283257988601,43968.78,21.9186340977069,660.109,0.475168851406107
"2850-57900","07_14_22",67214.3666666667,33.5066633433034,598.684666666667,0.396698027795489,65104.83,32.4550498504487,586.685666666667,0.422949286451907,NA,NA,NA,NA,44822.17,22.3440528414756,627.372333333333,0.465615212880449
"2850-57901","05_26_22",59709.2233333333,29.7653157195081,610.427,0.411175268099751,65845.3,32.8241774675972,616.73,0.415899093574128,20638.89,10.2885792622134,685.408333333333,0.559010563678886,58706.17,29.2652891326022,663.099666666667,0.450950969247778
"2850-57904","07_05_22",71934.8066666667,35.8598238617481,689.138,0.386489825742785,72165.3833333333,35.9747673645729,600.692,0.402616068269258,33728.0666666667,16.8135925556663,660.423,0.499377207006196,65690.0533333333,32.7467863077434,647.441,0.462967790440274
"2870-64901","07_14_22",48297.7266666667,24.0766334330342,616.412,0.393852574051011,64182.2666666667,31.9951478896643,611.004,0.416704941685344,51377.37,25.6118494516451,611.004,0.446735617925905,61567.8533333333,30.6918511133267,633.371,0.450607129884225
"2870-64903","07_14_22",36304.88,18.0981455633101,643.740666666667,0.469376354500917,46948.9033333333,23.4042389498172,610.683666666667,0.445662963529255,38027.3533333333,18.9568062479229,643.740666666667,0.475460690260933,41920.05,20.897333000997,627.052,0.477655595207729
"2870-64904","07_14_22",66120.98,32.9616051844467,589.083333333333,0.422120826691811,64372.41,32.0899351944168,616.412,0.4102824052088,34934.1066666667,17.4148089066135,643.740666666667,0.493434707070042,70252.3533333333,35.0211133266866,577.798333333333,0.4179435484006
"2870-64905","06_20_22",36862.9433333333,18.3763426387504,672.121333333333,0.505109573886229,28672.1433333333,14.2931920903955,627.705333333333,0.511140146926654,16309.46,8.13033898305085,653.07,0.612336677669159,32404.11,16.153594217348,645.172,0.515098538891387
"2870-64906","07_20_22",17656.25,8.80171984047856,660.109,0.510355235598951,25448.67,12.6862761714855,677.100666666667,0.525112228439744,27662.8733333333,13.7900664672649,689.448333333333,0.52241227404983,33434.6133333333,16.6673047524094,637.359,0.496568864114152
"2870-64907","08_07_22",41148.06,20.5124925224327,610.363,0.468005264540999,41772.0966666667,20.8235776005317,627.39,0.48151742874041,37554.14,18.7209072781655,623.407666666667,0.475154697027745,41917.3566666667,20.8959903622466,598.364,0.46533798891595
"2870-64908","08_07_22",48537.3766666667,24.1961000332336,641.396333333333,0.477382230920898,45867.9,22.8653539381854,633.813666666667,0.471177419508723,25156.93,12.5408424725823,675.446333333333,0.561457420073845,47529.2,23.693519441675,649.478333333333,0.47518869182757
"2870-64909","08_07_22",56056.6533333333,27.9444931871054,614.732333333333,0.415604939746412,76420.4033333333,38.095913924892,609.081,0.402625511202563,27142.5166666667,13.5306663343303,673.793666666667,0.536423157320555,60235.8733333333,30.0278531073446,597.723,0.437260381478079
"2870-64910","08_07_22",54791.3133333333,27.3137155201063,659.481,0.384323022110213,50000.3366666667,24.9253921568627,642.785666666667,0.407912531805664,32048.4966666667,15.9763193752077,659.795,0.49251670879219,58947.93,29.3858075772682,609.081,0.417812128020881
"2870-64912","08_09_22",55762.22,27.7977168494516,603.374333333333,0.407454391410945,63315.9533333333,31.5632868062479,627.372333333333,0.42726560219457,31444.5,15.6752243270189,660.109,0.500908279564402,52689.6833333333,26.2660435360585,627.372333333333,0.473299506341255
"2870-64913","08_09_22",63545.2933333333,31.6776138251911,611.004,0.445885500900932,49628.5433333333,24.7400515121303,619.038333333333,0.467444359332272,34730.76,17.3134396809571,648.063,0.493265265119548,44366.6933333333,22.1169956796278,611.004,0.498237511528376
"2870-64914","08_10_22",53544.3133333333,26.6920804253905,652.462,0.428167680601067,61682.83,30.7491674975075,658.098,0.46008490739354,33086.96,16.4939980059821,689.138,0.530819362909797,57073.5666666667,28.4514290461948,642.471666666667,0.465500845284304
"2870-64915","08_10_22",75769.8566666667,37.7716134928548,611.004,0.3863287774967,80435.1633333333,40.0972897972748,627.058333333333,0.403237289753779,34696.8933333333,17.2965569956796,611.004,0.511786213727979,60904.5266666667,30.3611797939515,611.004,0.45761433289429
"2870-64916","08_10_22",53595.38,26.7175373878365,648.736333333333,0.458469238797831,47025.5966666667,23.4424709205716,668.401333333333,0.523625277083724,32357.1333333333,16.1301761382519,640.386333333333,0.534245878219911,38966.6066666667,19.4250282485876,649.694,0.524336921483594
"2870-64918","08_11_22",47945.97,23.9012811565304,627.372333333333,0.442607982648016,53159.1366666667,26.5000681289465,633.744666666667,0.434711861611192,35121.4,17.5081754735793,650.119333333333,0.516163917126636,55179.8166666667,27.5073861748089,610.043,0.403834102116504
"2870-65001","07_05_22",74358.4066666667,37.0679993353274,622.051666666667,0.43277220271297,72347.0733333333,36.0653406447325,622.11,0.460277061414038,25109.4833333333,12.5171900963775,644.054666666667,0.532566616003272,64486.6633333333,32.1468909936856,627.366,0.43072025304393
"2870-65002","07_05_22",59275.1933333333,29.548949817215,626.417333333333,0.429880581663732,66997.3833333333,33.3984961781323,626.738,0.436129874808929,39041.64,19.4624327018943,643.740666666667,0.499124685551824,64105.15,31.956704885344,664.117333333333,0.432590000503471
"2870-65003","07_11_22",56872.4866666667,28.3511897640412,611.388333333333,0.447607160502112,45712.2166666667,22.7877450980392,610.683666666667,0.460682544265424,33708.0266666667,16.8036025257561,639.374333333333,0.508698731940593,50806.42,25.3272283150548,611.068,0.473120529161214
"2870-65004","07_11_22",61062.8233333333,30.4400913924892,625.776333333333,0.408319556846592,70050.5333333333,34.920505151213,608.439666666667,0.408986638332818,30790.5766666667,15.3492406114988,643.426666666667,0.485158377771461,61508.5666666667,30.6622964440013,605.095333333333,0.404929236013487
"2870-65005","07_14_22",72676.7233333333,36.2296726487205,627.372333333333,0.439623121824641,70486.6833333333,35.1379278830176,611.004,0.42879426506055,36801.49,18.3457078763709,660.109,0.477237030012233,56226.8,28.0293120638086,610.683666666667,0.469268099497551
"2870-65007","07_14_22",64370.41,32.0889381854437,627.372333333333,0.442044289939308,69556.67,34.6743120638086,627.372333333333,0.397379468311912,43510.9733333333,21.6904154204055,660.109,0.474728394590933,49185.5966666667,24.5192406114988,659.795,0.47805102820742
"2870-65009","07_14_22",84178.5466666667,41.963383183782,587.789333333333,0.390237206081245,70458.4233333333,35.123840146228,643.740666666667,0.40172539184311,47893.2933333333,23.8750216018611,643.740666666667,0.497640458502424,65205.2766666667,32.50512296444,627.052,0.430429313063405
